son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_copulative	Bahram II was the oldest son of Bahram I.
overthrew		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Transitive_Verb	Narseh overthrew the increasingly unpopular Bahram III in 293 with the support of most of the nobility .
eliminate		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Transitive_Verb	Narseh eliminated Bahram III , a young man installed in the wake of Bahram II 's death in 293 .
kill		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Transitive_Verb	After capturing Ctesiphon , Shahrbaraz killed Ardashir III and took the throne for himself .
succeed		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Transitive_Verb	Shapur III succeeded his uncle Ardashir II in the year 383 .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	Peada , son of Penda was sub-king of the Middle Angles .
succeed		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Transitive_Verb	Robert II succeeded his childless maternal uncle David II of Scotland in 1371 .
succeed		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Transitive_passive	Indulf was succeeded by Dub -LRB- Dub mac Maíl Coluim -RRB- , son of his predecessor .
imprison		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SPARQLPattern_EN_Transitive_Verb	Shivaji imprisoned Sambhaji in Panhala fort .
defend empire	after	verb	IntransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Intransitive_PP	After Shivaji , Sambhaji defended the Maratha empire from the Mughal onslaught led by Aurangzeb .
die		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SPARQLPattern_EN_Transitive_Verb	His uncle Ferdinand VI of Spain died without heir in 1759 , so his father became Charles III of Spain by default .
merge	with	verb	IntransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SPARQLPattern_EN_Intransitive_PP	PeopleSoft merged with Oracle in 2005 and integrated product lines under the Oracle PeopleSoft name .
acquire		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Transitive_Verb	In 2005 , Oracle acquired PeopleSoft .
acquire		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Transitive_Verb	JD Edwards was acquired by PeopleSoft in 2003 , and in 2005 Oracle acquired PeopleSoft .
acquire		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Transitive_passive	In 2005 , Hexaware faced problems after PeopleSoft , a key client , was acquired by Oracle .
own		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Transitive_Verb	The final purchase went through in January 2005 ; Oracle now owned both PeopleSoft and JD Edwards .
succeed		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Transitive_passive	King Hussein was succeeded as king by his eldest son Abdullah II of Jordan .
run	against	verb	IntransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Intransitive_PP	Ariel Sharon , at the time from the Likud party , ran against Ehud Barak from the Labour party .
defeat		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Transitive_Verb	Ironically , this boycott helped Ariel Sharon defeat Ehud Barak .
heritage	in	commonNoun	NounPPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	The Nissan GT-R , although no longer carrying the `` Skyline '' badge , has heritage in the Nissan Skyline GT-R .
heritage	in	commonNoun	NounPPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_appos	The Nissan GT-R , although no longer carrying the `` Skyline '' badge , has heritage in the Nissan Skyline GT-R .
adopt		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Transitive_Verb	Another explanation is that Muhammad adopted `` Isa '' from the polemical Jewish form `` Esau '' .
acquire		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Transitive_Verb	In 2005 , Adobe Systems acquired Macromedia for $ 3.4 billion .
buy		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Transitive_Verb	In 2005 , Adobe Systems bought Macromedia .
purchase		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Transitive_passive	In 2005 , Macromedia was purchased by Adobe Systems .
subsequently acquire		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Transitive_passive	Macromedia was subsequently acquired by Adobe Systems , which continues to develop and market ColdFusion .
acquire		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Transitive_Verb	In 2005 , Adobe Systems acquired Macromedia and its product line which included FreeHand MX , under whose ownership it presently resides .
acquire		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Transitive_Verb	Shortly before Adobe Systems acquired Macromedia , they changed the name of the product to Captivate .
detain		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Transitive_Verb	Abdul Hamid II detained Murad V in the Malta Pavilion .
eldest son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	The current Prince of Beira is Prince Afonso , the eldest son of Duarte Pio , Duke of Braganza .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_copulative	Bindusara was the son of the first Mauryan emperor Chandragupta Maurya and his queen Durdhara .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_copulative	Bindusara was the son of the first Mauryan Emperor Chandragupta Maurya and his Empress consort , Durdhara .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_copulative	The emperor Bindusara was the son of the first Mauryan emperor Chandragupta Maurya and his queen Durdhara .
ally	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_copulative	Maulana Fazal-ur-Rehman , JUI 's leader , was a political ally of Benazir Bhutto .
succeed		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Transitive_passive	Benazir Bhutto was succeeded in 1997 by Nawaz Sharif , who would dismiss army chief Gen.
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_copulative	Momozono was the firstborn son of Emperor Sakuramachi .
pressured		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SPARQLPattern_EN_Transitive_Verb	He was elevated to the throne after Emperor Go-Toba pressured Emperor Tsuchimikado into abdicating .
replace		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Transitive_Verb	On 25 March 1941 , General Italo Gariboldi replaced Marshal Rodolfo Graziani .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_copulative	Horikawa was the son of Emperor Shirakawa .
petition	to	verb	IntransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Intransitive_PP	Six soldiers were arrested , and Vajiravudh petitioned to Chulalongkorn for the soldiers to be caned .
born	to	adjective	AdjectivePredicativeFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Predicative_Participle_passive	Prince Vajiravudh was born on 1 January 1881 to Chulalongkorn and one of his four queens , Saovabha .
eldest son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	The heir apparent to the Thai throne is Crown Prince Vajiralongkorn , eldest and only son of King Bhumibol Adulyadej .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_copulative	Sawlu was a son of Anawrahta .
defeat		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Transitive_passive	In the election , which was held on August 28 , 1820 , territorial governor William Clark was defeated by Alexander McNair .
promote		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SPARQLPattern_EN_Transitive_Verb	In February 1966 , Sukarno promoted Suharto to lieutenant-general -LRB- and to full general in July 1966 -RRB- .
appoint		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Transitive_passive	On 16 October 1965 , Suharto was appointed Commander of the Army by Sukarno .
choose		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SPARQLPattern_EN_Transitive_Verb	President Sukarno chose Major General Suharto to launch operations against the September 30 Movement .
give status	to	verb	IntransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Intransitive_PP	In 1986 , Suharto gave the status of Proclamation Hero to Sukarno in a ceremony attended by Megawati .
take control over	from	verb	IntransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Intransitive_PP	In 1966 , General Suharto took over executive control in Indonesia from president Sukarno by virtue of Supersemar .
overthrow		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Transitive_passive	Sukarno was overthrown by General Suharto in a 1967 coup , and died three years later .
outmanoeuvre		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Transitive_Verb	General Suharto politically outmanoeuvred President Sukarno , and became president in March 1968 .
have little	unlike	verb	IntransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Intransitive_PP	Unlike Sukarno and his circle , Suharto had little to no contact with European colonizers .
have contact	unlike	verb	IntransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Intransitive_PP	Unlike Sukarno and his circle , Suharto had little or no contact with European colonizers .
outmaneuver		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Transitive_Verb	General Suharto outmaneuvered Sukarno politically and was appointed president in 1968 , consolidating his influence over the military and government .
remove		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Transitive_Verb	As Suharto removed Sukarno from power and replaced him as President in 1967 , Amirmachmud continued as Commander of Kodam V/Jaya .
dielectric head	on	commonNoun	NounPPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_possessive	The dielectric head above the pylon on the MiG-23 was used on the MiG-27 to house electro-optical and radio-frequency gear instead .
estranged	from	adjective	AdjectivePredicativeFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Predicative_Participle_passive	George of Clarence became increasingly estranged from Edward , and was executed in 1478 for association with convicted traitors .
empty	into	verb	IntransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SPARQLPattern_EN_Intransitive_PP	Lake George to the northeast empties into Lake Edward via the Kazinga Channel .
drain	into	verb	IntransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SPARQLPattern_EN_Intransitive_PP	Lake George drains to the southwest into Lake Edward through the Kazinga Channel .
third son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_appos	The third creation came 1478 in favour of George , the third son of Edward IV .
